id,fecha_hora,concentracion_mp_mg_m3,concentracion_mp_sin_corregir_mg_nm3,concentracion_mp_mg_nm3,oxigeno_porcentaje_base_seca,humedad_porcentaje,concentracion_co2_porcentaje,concentracion_co2_sin_corregir_mg_nm3,temperatura_gases_salida_c,presion_gases_salida_atm,flujo_gases_salida_base_humeda_m3_min,flujo_gases_salida_base_seca_nm3_min,tipo_combustible,combustible,estado_fuente
41032,2025-09-02 11:51:00,110.817,490.875,351.222,7.408,12.059,10.894,154.83,151.936,0.981,2168.097,1316.094,,,
41033,2025-09-02 11:52:00,299.205,144.526,149.096,8.144,13.966,12.076,158.193,145.69,0.981,2117.688,1340.831,,,
41034,2025-09-02 11:53:00,339.092,184.85,305.621,8.079,12.472,9.064,141.917,149.272,0.977,2135.047,1329.273,,,
41035,2025-09-02 11:54:00,85.223,289.238,494.038,8.1,12.734,11.897,150.89,151.456,0.98,2131.419,1252.114,,,
41036,2025-09-02 11:55:00,133.956,487.446,194.108,6.689,12.55,12.954,137.488,150.651,0.979,2188.447,1265.3,,,
41037,2025-09-02 11:56:00,99.69,408.724,388.911,8.145,12.08,8.942,155.975,142.051,0.976,2169.357,1336.875,,,
41038,2025-09-02 11:57:00,171.779,459.292,273.989,6.928,12.523,12.235,157.992,141.731,0.98,2107.106,1324.322,,,
41039,2025-09-02 11:58:00,207.623,233.486,360.983,6.551,12.196,8.41,138.036,153.863,0.981,2184.339,1264.789,,,
41040,2025-09-02 11:59:00,312.089,496.815,181.955,6.935,12.789,8.048,133.148,141.192,0.977,2143.04,1308.892,,,
41041,2025-09-02 12:00:00,277.902,141.133,288.186,7.459,13.934,8.196,136.022,143.276,0.982,2175.476,1308.759,,,
41042,2025-09-02 12:01:00,267.325,121.189,492.037,7.984,13.397,11.789,148.985,146.575,0.976,2177.668,1327.492,,,
41043,2025-09-02 12:02:00,173.331,442.241,178.115,6.937,13.414,13.84,138.165,152.315,0.981,2199.868,1331.342,,,
41044,2025-09-02 12:03:00,344.507,470.906,354.578,6.726,12.906,12.628,149.158,149.039,0.978,2134.694,1317.399,,,
41045,2025-09-02 12:04:00,214.951,136.234,330.239,7.792,13.623,9.526,140.506,148.568,0.979,2186.444,1321.322,,,
41046,2025-09-02 12:05:00,392.687,145.371,326.021,8.468,13.817,8.43,157.505,150.379,0.984,2128.68,1316.669,,,
41047,2025-09-02 12:06:00,271.95,113.27,346.049,7.702,13.923,11.7,143.578,152.032,0.982,2199.554,1265.099,,,
41048,2025-09-02 12:07:00,94.193,141.803,300.895,7.882,12.198,8.019,144.929,143.488,0.976,2141.025,1318.456,,,
41049,2025-09-02 12:08:00,286.662,183.768,106.772,7.622,13.759,12.756,140.442,140.284,0.984,2166.018,1297.112,,,
41050,2025-09-02 12:09:00,163.786,488.031,460.039,8.065,12.45,9.459,132.191,141.908,0.979,2199.451,1347.78,,,
41051,2025-09-02 12:10:00,290.215,367.144,430.792,8.452,12.795,9.795,144.809,142.477,0.978,2120.042,1320.884,,,
41052,2025-09-02 12:11:00,74.374,411.421,169.667,7.588,12.691,10.064,153.231,140.6,0.98,2162.4,1287.413,,,
41053,2025-09-02 12:12:00,111.209,410.456,265.309,7.334,13.35,12.581,158.59,151.213,0.977,2199.838,1341.005,,,
41054,2025-09-02 12:13:00,349.508,314.029,408.22,8.221,13.196,9.594,132.297,153.274,0.984,2194.396,1273.038,,,
41055,2025-09-02 12:14:00,129.513,418.996,492.025,8.439,12.218,9.707,153.922,150.66,0.98,2122.074,1296.742,,,
41056,2025-09-02 12:15:00,342.964,338.323,480.455,6.758,13.566,11.246,138.012,142.829,0.979,2109.873,1256.363,,,
41057,2025-09-02 12:16:00,147.747,225.818,459.744,7.656,12.879,10.778,154.685,149.097,0.977,2142.607,1312.871,,,
41058,2025-09-02 12:17:00,275.009,324.444,163.35,8.085,12.004,13.733,140.26,147.809,0.983,2176.336,1305.855,,,
41059,2025-09-02 12:18:00,292.953,313.403,465.79,7.567,12.829,9.58,133.433,152.299,0.985,2178.971,1300.446,,,
41060,2025-09-02 12:19:00,229.429,429.381,451.378,7.318,13.033,8.551,148.361,154.134,0.984,2160.743,1270.666,,,
41061,2025-09-02 12:20:00,156.859,492.691,250.78,7.81,12.138,11.246,156.817,151.144,0.977,2161.489,1299.44,,,
41062,2025-09-02 12:21:00,124.426,264.417,257.809,7.04,12.302,9.107,135.448,147.688,0.983,2112.066,1295.917,,,
41063,2025-09-02 12:22:00,61.616,405.356,283.964,7.198,13.987,10.482,130.654,147.666,0.977,2144.121,1252.184,,,
41064,2025-09-02 12:23:00,156.381,139.905,362.47,8.485,13.742,9.123,156.515,152.117,0.975,2157.617,1266.238,,,
41065,2025-09-02 12:24:00,278.607,410.733,204.334,7.773,12.267,13.286,150.935,141.838,0.98,2168.36,1340.189,,,
41066,2025-09-02 12:25:00,378.407,248.567,109.179,8.246,13.161,9.965,154.261,142.3,0.982,2109.177,1328.895,,,
41067,2025-09-02 12:26:00,354.922,115.756,156.492,8.116,12.758,12.649,131.795,145.153,0.976,2169.065,1261.989,,,
41068,2025-09-02 12:27:00,318.123,245.298,276.046,7.805,13.087,13.692,156.714,151.207,0.981,2194.127,1347.272,,,
41069,2025-09-02 12:28:00,325.957,344.257,212.801,8.181,12.941,13.643,142.575,140.99,0.983,2178.624,1296.531,,,
41070,2025-09-02 12:29:00,282.745,147.7,405.807,7.074,12.096,11.149,156.929,145.165,0.977,2162.388,1325.001,,,
41071,2025-09-02 12:30:00,141.1,469.614,142.676,7.774,12.631,13.9,131.948,144.778,0.979,2109.714,1304.179,,,
41072,2025-09-02 12:31:00,367.518,131.069,466.986,7.681,12.251,11.936,156.544,147.286,0.98,2179.436,1326.432,,,
41073,2025-09-02 12:32:00,284.756,472.003,458.131,7.745,12.978,8.771,150.201,146.956,0.983,2166.296,1316.243,,,
41074,2025-09-02 12:33:00,246.154,382.855,463.503,6.837,13.815,13.33,146.628,150.716,0.983,2154.869,1256.511,,,
41075,2025-09-02 12:34:00,88.846,231.885,395.844,7.054,13.991,10.812,131.853,149.383,0.983,2180.214,1341.355,,,
41076,2025-09-02 12:35:00,206.469,256.3,142.8,7.073,13.889,8.916,150.653,153.542,0.982,2167.45,1326.843,,,
41077,2025-09-02 12:36:00,211.125,396.324,275.255,7.704,13.971,12.749,147.933,142.71,0.981,2146.97,1272.16,,,
41078,2025-09-02 12:37:00,352.597,340.588,152.562,8.445,12.03,11.746,151.789,146.481,0.98,2123.457,1272.636,,,
41079,2025-09-02 12:38:00,241.327,368.657,495.08,8.408,13.459,13.293,151.502,146.001,0.979,2150.434,1318.666,,,
41080,2025-09-02 12:39:00,183.14,255.666,233.215,6.954,12.546,12.964,143.312,141.688,0.98,2115.407,1320.093,,,
41081,2025-09-02 12:40:00,391.88,295.125,334.132,7.11,13.731,9.921,136.14,142.472,0.984,2106.02,1258.707,,,
41082,2025-09-02 12:41:00,88.752,495.947,411.757,6.572,13.627,9.538,157.569,145.049,0.981,2123.396,1340.504,,,
41083,2025-09-02 12:42:00,197.892,185.569,468.246,7.298,12.847,12.403,157.768,151.022,0.985,2136.71,1324.693,,,
41084,2025-09-02 12:43:00,64.709,267.142,402.219,8.169,12.947,11.44,136.358,142.252,0.976,2164.681,1348.404,,,
41085,2025-09-02 12:44:00,308.966,216.729,369.802,8.332,12.53,8.419,148.92,143.98,0.979,2149.937,1293.272,,,
41086,2025-09-02 12:45:00,371.327,406.045,286.393,6.973,12.578,9.09,136.086,150.146,0.977,2173.515,1258.622,,,
41087,2025-09-02 12:46:00,148.013,405.605,342.16,7.032,13.962,8.908,155.837,148.95,0.979,2173.748,1340.567,,,
41088,2025-09-02 12:47:00,350.42,216.978,137.666,6.942,13.778,11.539,132.946,141.566,0.983,2170.608,1331.287,,,
41089,2025-09-02 12:48:00,152.276,132.556,453.569,7.2,12.384,8.515,159.706,154.156,0.983,2154.748,1250.022,,,
41090,2025-09-02 12:49:00,368.77,104.573,317.511,8.11,12.551,9.246,148.326,142.22,0.975,2166.303,1303.003,,,
41091,2025-09-02 12:50:00,313.887,270.98,116.054,7.794,12.217,11.272,130.687,140.921,0.985,2197.743,1250.748,,,
41092,2025-09-02 12:51:00,331.717,264.135,467.961,8.072,13.978,8.798,156.457,144.564,0.984,2170.578,1285.15,,,
41093,2025-09-02 12:52:00,56.302,495.356,295.721,7.666,13.814,9.49,150.534,140.397,0.984,2174.248,1336.945,,,
41094,2025-09-02 12:53:00,386.984,287.921,447.436,7.015,13.104,13.441,150.92,140.461,0.979,2129.119,1317.381,,,
41095,2025-09-02 12:54:00,304.335,202.567,442.755,6.956,13.386,12.183,138.251,148.681,0.98,2147.799,1335.062,,,
41096,2025-09-02 12:55:00,156.663,456.492,426.301,6.518,13.496,9.841,140.104,153.394,0.977,2143.521,1305.718,,,
41097,2025-09-02 12:56:00,340.288,296.427,124.561,8.062,12.408,13.264,157.433,146.038,0.979,2135.347,1327.416,,,
41098,2025-09-02 12:57:00,148.532,339.67,198.827,8.194,13.869,9.502,149.049,144.532,0.976,2145.956,1298.619,,,
41099,2025-09-02 12:58:00,355.464,138.267,450.219,8.037,13.053,11.534,130.509,153.719,0.984,2159.802,1300.279,,,
41100,2025-09-02 12:59:00,89.403,253.167,459.596,6.649,12.185,10.211,139.822,140.922,0.981,2162.42,1309.799,,,
41101,2025-09-02 13:00:00,296.29,477.689,283.228,8.024,12.794,12.513,147.956,147.1,0.976,2183.957,1264.06,,,
41102,2025-09-02 13:01:00,239.244,335.802,276.017,6.592,13.203,10.23,134.44,143.789,0.984,2165.632,1314.344,,,
41103,2025-09-02 13:02:00,83.787,237.801,170.056,6.711,12.706,9.493,132.949,145.726,0.976,2186.937,1335.569,,,
41104,2025-09-02 13:03:00,134.663,350.267,487.364,7.381,13.398,11.646,131.782,146.162,0.984,2165.661,1265.952,,,
41105,2025-09-02 13:04:00,54.341,464.164,185.255,7.452,13.764,12.472,148.917,148.177,0.976,2135.008,1287.684,,,
41106,2025-09-02 13:05:00,214.069,209.596,176.375,8.132,13.544,11.218,139.618,146.799,0.982,2163.087,1342.03,,,
41107,2025-09-02 13:06:00,155.443,302.047,364.292,7.859,13.285,12.298,141.21,154.821,0.981,2172.902,1281.14,,,
41108,2025-09-02 13:07:00,259.425,483.476,197.138,6.807,13.024,10.532,131.801,140.383,0.983,2168.565,1337.52,,,
41109,2025-09-02 13:08:00,154.033,168.958,475.509,6.952,12.509,12.773,152.141,151.365,0.981,2184.991,1314.122,,,
41110,2025-09-02 13:09:00,154.972,387.866,104.363,7.071,12.91,11.51,153.003,140.765,0.978,2190.558,1334.344,,,
41111,2025-09-02 13:10:00,310.118,345.792,102.301,6.747,12.586,9.177,154.883,146.466,0.978,2133.521,1264.274,,,
41112,2025-09-02 13:11:00,66.85,371.87,301.951,7.075,13.868,13.345,149.55,143.028,0.984,2107.892,1328.702,,,
41113,2025-09-02 13:12:00,366.013,240.488,295.225,7.957,13.815,13.021,153.199,154.18,0.979,2165.641,1252.97,,,
41114,2025-09-02 13:13:00,348.292,225.552,165.346,6.983,12.312,13.783,147.317,150.837,0.983,2111.026,1289.457,,,
41115,2025-09-02 13:14:00,283.732,373.684,297.808,8.171,13.645,11.414,144.749,146.943,0.982,2188.398,1277.981,,,
41116,2025-09-02 13:15:00,257.628,186.217,264.664,7.439,13.406,12.054,137.794,154.284,0.982,2182.216,1314.115,,,
41117,2025-09-02 13:16:00,362.306,267.862,456.132,7.146,13.95,13.181,131.601,150.819,0.985,2171.353,1326.465,,,
41118,2025-09-02 13:17:00,114.866,175.27,103.702,7.325,12.927,8.316,138.755,154.279,0.981,2192.618,1284.509,,,
41119,2025-09-02 13:18:00,77.639,103.322,490.508,7.919,13.444,13.473,150.509,150.569,0.982,2188.718,1333.709,,,
41120,2025-09-02 13:19:00,133.829,488.023,349.757,7.534,13.036,9.627,157.805,141.166,0.983,2192.293,1305.171,,,
41121,2025-09-02 13:20:00,328.102,272.681,160.737,6.515,12.139,8.342,137.686,149.245,0.975,2173.544,1325.297,,,
41122,2025-09-02 13:21:00,62.135,487.74,118.704,8.345,12.094,9.426,150.095,154.705,0.985,2136.846,1322.514,,,
41123,2025-09-02 13:22:00,253.982,156.129,315.242,6.632,12.244,11.518,144.347,143.213,0.978,2104.774,1263.841,,,
41124,2025-09-02 13:23:00,398.403,334.947,193.956,8.377,12.592,8.287,148.826,151.891,0.982,2106.156,1323.146,,,
41125,2025-09-02 13:24:00,349.494,180.39,220.466,6.556,12.518,8.005,130.049,142.769,0.985,2179.315,1332.63,,,
41126,2025-09-02 13:25:00,232.506,416.03,198.053,8.042,13.457,11.836,133.68,146.784,0.983,2119.138,1253.502,,,
41127,2025-09-02 13:26:00,72.274,413.481,360.069,7.569,13.432,10.72,136.511,141.27,0.977,2131.309,1266.239,,,
41128,2025-09-02 13:27:00,340.981,145.043,321.412,7.511,13.943,13.066,156.804,145.109,0.979,2158.611,1302.041,,,
41129,2025-09-02 13:28:00,259.642,464.826,131.19,6.646,12.621,9.545,131.216,151.643,0.979,2113.109,1255.884,,,
41130,2025-09-02 13:29:00,90.227,177.852,310.611,6.977,13.877,9.684,147.089,140.679,0.981,2198.533,1286.609,,,
41131,2025-09-02 13:30:00,82.85,345.191,416.476,8.055,13.226,8.465,157.859,144.803,0.981,2181.71,1333.939,,,
41132,2025-09-02 13:31:00,368.369,494.253,132.478,8.283,12.991,11.231,149.562,149.446,0.983,2158.471,1260.104,,,
41133,2025-09-02 13:32:00,284.22,452.959,455.896,7.558,13.336,10.195,144.532,154.228,0.984,2190.846,1263.994,,,
41134,2025-09-02 13:33:00,340.25,482.626,331.323,7.207,13.406,10.038,141.58,143.68,0.976,2149.357,1261.924,,,
41135,2025-09-02 13:34:00,357.643,237.04,480.25,6.62,12.344,10.746,148.726,142.597,0.978,2189.695,1304.488,,,
41136,2025-09-02 13:35:00,250.12,142.23,159.256,7.864,13.503,13.098,144.412,143.055,0.978,2182.598,1280.41,,,
41137,2025-09-02 13:36:00,231.106,175.339,497.426,7.057,13.45,8.631,151.162,143.552,0.975,2101.408,1331.634,,,
41138,2025-09-02 13:37:00,200.65,300.198,357.709,6.61,13.995,11.142,148.533,149.575,0.979,2179.674,1308.218,,,
41139,2025-09-02 13:38:00,160.931,417.292,326.998,7.832,13.824,9.179,147.022,154.98,0.979,2178.393,1317.001,,,
41140,2025-09-02 13:39:00,202.109,160.061,306.112,7.471,13.369,9.274,158.704,147.854,0.98,2131.738,1280.756,,,
41141,2025-09-02 13:40:00,320.858,363.893,109.462,6.524,13.425,9.54,155.071,144.071,0.976,2149.304,1299.179,,,
41142,2025-09-02 13:41:00,260.673,229.431,475.856,6.722,13.892,10.756,148.266,151.204,0.979,2113.819,1287.067,,,
41143,2025-09-02 13:42:00,362.383,236.481,357.598,7.898,13.934,10.966,146.16,142.374,0.981,2166.658,1299.727,,,
41144,2025-09-02 13:43:00,205.183,364.767,136.651,6.627,13.654,13.229,151.718,140.45,0.983,2167.439,1318.827,,,
41145,2025-09-02 13:44:00,262.481,286.8,108.381,8.232,13.535,13.353,154.117,149.079,0.983,2198.146,1295.083,,,
41146,2025-09-02 13:45:00,270.958,424.813,120.313,7.123,12.223,11.52,138.857,143.154,0.979,2172.275,1256.668,,,
41147,2025-09-02 13:46:00,257.094,162.367,343.758,6.677,13.661,9.688,150.008,145.989,0.979,2144.735,1287.086,,,
41148,2025-09-02 13:47:00,295.922,415.979,345.606,8.02,12.506,12.911,134.055,143.467,0.975,2118.027,1338.852,,,
41149,2025-09-02 13:48:00,133.102,125.694,299.867,7.549,13.128,12.757,142.914,153.771,0.976,2178.772,1332.32,,,
41150,2025-09-02 13:49:00,229.327,177.622,222.706,7.113,12.811,12.788,158.153,145.07,0.984,2135.38,1333.292,,,
41151,2025-09-02 13:50:00,86.479,362.46,312.697,7.312,12.691,8.098,139.789,146.736,0.983,2194.372,1268.11,,,
41152,2025-09-02 13:51:00,184.579,441.97,306.521,6.543,12.621,12.523,134.627,143.523,0.975,2127.709,1257.937,,,
41153,2025-09-02 13:52:00,220.683,201.072,107.766,7.825,13.711,13.116,134.384,141.273,0.984,2119.66,1331.327,,,
41154,2025-09-02 13:53:00,278.278,230.877,212.988,7.232,13.538,11.63,141.812,147.688,0.981,2162.043,1316.595,,,
41155,2025-09-02 13:54:00,382.686,314.848,121.274,7.928,13.047,12.507,136.755,153.031,0.983,2191.563,1300.827,,,
41156,2025-09-02 13:55:00,260.228,184.629,460.062,7.756,13.329,12.657,142.808,145.275,0.98,2114.107,1318.716,,,
41157,2025-09-02 13:56:00,310.258,424.463,390.089,7.803,13.969,11.04,151.567,151.715,0.977,2104.134,1343.089,,,
41158,2025-09-02 13:57:00,227.193,409.455,498.446,8.086,12.795,12.882,156.645,140.489,0.979,2196.739,1262.911,,,
41159,2025-09-02 13:58:00,271.936,158.117,220.869,7.762,13.102,12.754,133.305,143.533,0.98,2113.672,1266.95,,,
41160,2025-09-02 13:59:00,74.826,285.532,451.394,7.337,13.067,13.497,153.052,141.972,0.983,2160.752,1308.987,,,
41161,2025-09-02 14:00:00,139.037,409.931,341.222,7.28,13.872,13.528,133.104,146.043,0.983,2119.91,1320.68,,,
41162,2025-09-02 14:01:00,176.649,234.932,281.25,6.739,12.703,11.178,141.383,153.415,0.982,2116.768,1314.359,,,
41163,2025-09-02 14:02:00,215.373,353.243,189.029,8.059,13.973,8.189,159.896,145.603,0.98,2115.605,1275.394,,,
41164,2025-09-02 14:03:00,65.977,120.085,395.357,8.022,12.609,8.115,132.06,149.05,0.982,2170.997,1312.219,,,
41165,2025-09-02 14:04:00,99.008,343.476,461.656,6.993,12.218,13.634,130.686,153.472,0.978,2175.962,1306.023,,,
41166,2025-09-02 14:05:00,146.885,161.061,194.123,8.225,12.383,10.024,140.009,145.397,0.985,2111.98,1252.415,,,
41167,2025-09-02 14:06:00,390.036,432.233,170.156,7.678,12.852,10.265,158.534,145.486,0.977,2113.657,1312.235,,,
41168,2025-09-02 14:07:00,165.971,242.18,378.489,7.457,13.3,10.819,130.601,141.32,0.982,2193.433,1295.113,,,
41169,2025-09-02 14:08:00,218.714,212.622,490.789,6.535,13.034,9.595,136.681,145.236,0.977,2158.886,1335.331,,,
41170,2025-09-02 14:09:00,118.634,436.356,399.982,7.265,12.753,11.542,148.095,151.192,0.978,2178.13,1315.533,,,
41171,2025-09-02 14:10:00,263.773,120.058,213.832,7.781,13.124,12.708,137.013,152.669,0.982,2108.056,1304.674,,,
41172,2025-09-02 14:11:00,148.239,258.644,267.982,6.679,13.678,9.544,131.614,150.841,0.982,2105.241,1339.55,,,
41173,2025-09-02 14:12:00,122.447,248.001,253.727,7.419,13.678,12.458,131.573,140.104,0.976,2139.62,1316.386,,,
41174,2025-09-02 14:13:00,230.8,213.92,440.838,8.487,13.452,12.032,146.775,141.755,0.982,2155.525,1275.055,,,
41175,2025-09-02 14:14:00,51.927,464.702,408.548,7.933,13.905,11.154,146.857,150.965,0.977,2137.25,1296.758,,,
41176,2025-09-02 14:15:00,52.682,400.371,335.59,7.594,13.18,9.953,151.194,154.136,0.985,2171.343,1317.244,,,
41177,2025-09-02 14:16:00,126.674,125.569,209.984,7.566,12.015,13.237,133.952,150.43,0.981,2166.948,1332.07,,,
41178,2025-09-02 14:17:00,62.852,385.875,475.195,6.588,12.582,10.417,144.996,143.392,0.975,2144.685,1278.335,,,
41179,2025-09-02 14:18:00,87.809,310.92,361.326,8.415,12.656,10.248,148.028,141.613,0.977,2107.942,1322.65,,,
41180,2025-09-02 14:19:00,168.601,460.347,488.191,8.356,13.095,11.848,136.671,153.155,0.977,2159.553,1318.28,,,
41181,2025-09-02 14:20:00,330.905,225.178,332.047,7.865,13.81,13.522,146.42,141.485,0.977,2124.188,1264.715,,,
41182,2025-09-02 14:21:00,250.217,329.665,428.477,6.698,13.676,11.048,151.247,142.266,0.981,2138.584,1265.291,,,
41183,2025-09-02 14:22:00,229.434,300.302,425.242,6.916,12.464,12.336,159.725,148.95,0.977,2101.44,1300.17,,,
41184,2025-09-02 14:23:00,152.721,295.824,234.932,6.868,13.039,10.741,147.893,142.85,0.979,2152.111,1291.115,,,
41185,2025-09-02 14:24:00,376.114,282.442,485.608,7.539,13.318,9.313,155.836,143.414,0.977,2169.899,1263.358,,,
41186,2025-09-02 14:25:00,188.955,182.252,108.777,6.916,13.975,8.744,155.01,142.134,0.982,2157.75,1258.766,,,
41187,2025-09-02 14:26:00,80.482,402.284,407.484,7.892,12.063,8.818,158.208,154.165,0.981,2175.158,1339.763,,,
41188,2025-09-02 14:27:00,265.973,280.534,486.223,7.59,12.928,8.128,151.692,141.874,0.981,2199.942,1269.155,,,
41189,2025-09-02 14:28:00,89.843,483.407,235.563,6.535,13.976,11.317,136.393,153.97,0.985,2163.257,1286.757,,,
41190,2025-09-02 14:29:00,170.828,204.323,359.244,7.988,13.954,8.787,138.943,144.893,0.979,2122.108,1296.615,,,
41191,2025-09-02 14:30:00,227.594,373.098,324.889,6.878,12.661,13.194,153.541,152.323,0.977,2157.229,1258.303,,,
41192,2025-09-02 14:31:00,355.978,476.287,404.603,8.15,12.0,13.897,145.625,154.25,0.985,2124.507,1263.818,,,
41193,2025-09-02 14:32:00,222.741,365.383,446.471,7.21,13.173,10.975,137.539,147.789,0.976,2133.02,1302.543,,,
41194,2025-09-02 14:33:00,295.791,448.509,341.218,7.177,13.734,10.698,149.7,151.553,0.983,2135.204,1319.938,,,
41195,2025-09-02 14:34:00,397.486,430.992,426.362,6.524,12.649,10.088,157.196,143.99,0.977,2151.999,1334.448,,,
41196,2025-09-02 14:35:00,96.021,244.047,224.914,8.475,13.869,11.828,140.731,145.744,0.982,2152.373,1336.251,,,
41197,2025-09-02 14:36:00,146.156,340.05,191.435,7.724,12.665,11.648,147.887,148.295,0.98,2166.732,1304.503,,,
41198,2025-09-02 14:37:00,188.102,162.505,272.267,7.345,13.22,10.06,147.445,152.757,0.983,2143.772,1278.68,,,
41199,2025-09-02 14:38:00,197.64,314.21,371.095,6.693,13.444,10.059,133.809,149.311,0.982,2118.77,1307.956,,,
41200,2025-09-02 14:39:00,193.857,192.169,174.899,7.898,12.691,11.869,132.707,140.331,0.977,2149.099,1312.299,,,
41201,2025-09-02 14:40:00,367.664,397.495,372.141,7.065,12.704,11.327,156.683,144.572,0.982,2179.647,1278.691,,,
41202,2025-09-02 14:41:00,299.911,311.223,257.637,8.477,12.94,12.311,158.006,152.975,0.977,2170.283,1316.722,,,
41203,2025-09-02 14:42:00,262.767,264.491,418.23,8.401,13.67,13.648,157.127,143.604,0.977,2111.528,1267.418,,,
41204,2025-09-02 14:43:00,158.28,207.519,114.734,7.971,12.202,12.678,141.9,145.519,0.976,2194.834,1279.581,,,
41205,2025-09-02 14:44:00,338.327,499.479,367.193,8.442,13.263,9.826,138.629,145.844,0.976,2130.583,1343.007,,,
41206,2025-09-02 14:45:00,384.271,128.684,359.929,6.711,13.355,12.555,158.265,142.317,0.982,2158.646,1301.003,,,
41207,2025-09-02 14:46:00,337.419,117.424,476.374,7.06,13.116,10.7,156.484,145.247,0.985,2103.207,1265.052,,,
41208,2025-09-02 14:47:00,50.548,186.903,385.347,7.006,13.872,12.666,154.595,152.261,0.982,2190.948,1316.842,,,
41209,2025-09-02 14:48:00,272.74,488.429,418.521,6.644,13.204,13.319,140.026,152.736,0.982,2168.357,1272.971,,,
41210,2025-09-02 14:49:00,67.897,491.695,461.836,8.444,13.269,9.5,149.162,148.713,0.983,2127.606,1253.485,,,
41211,2025-09-02 14:50:00,140.163,361.971,370.021,6.62,13.2,9.432,152.513,150.181,0.984,2168.333,1337.19,,,
41212,2025-09-02 14:51:00,70.834,452.043,216.061,8.213,13.444,10.596,147.285,148.019,0.978,2129.255,1293.442,,,
41213,2025-09-02 14:52:00,261.328,185.585,447.91,8.036,12.271,8.309,148.06,140.664,0.981,2125.973,1327.737,,,
41214,2025-09-02 14:53:00,290.306,488.817,399.031,7.252,13.789,12.114,152.701,150.45,0.977,2144.698,1335.449,,,
41215,2025-09-02 14:54:00,90.071,157.114,269.775,6.538,12.085,12.498,153.005,154.948,0.98,2160.007,1307.35,,,
41216,2025-09-02 14:55:00,184.344,140.45,384.212,6.512,13.281,10.073,137.198,143.417,0.977,2120.935,1259.69,,,
41217,2025-09-02 14:56:00,209.683,144.885,447.076,6.908,13.231,10.792,141.72,154.732,0.976,2174.291,1282.022,,,
41218,2025-09-02 14:57:00,179.169,329.251,490.261,7.488,12.416,11.542,153.436,154.967,0.976,2157.805,1275.292,,,
41219,2025-09-02 14:58:00,92.359,412.39,480.941,7.416,12.081,8.442,137.843,142.123,0.985,2100.746,1310.417,,,
41220,2025-09-02 14:59:00,196.632,246.667,230.131,7.671,12.278,12.268,157.468,153.892,0.975,2154.938,1291.086,,,
41221,2025-09-02 15:00:00,312.912,491.158,268.677,8.044,12.543,11.16,155.167,150.133,0.982,2142.091,1291.225,,,
41222,2025-09-02 15:01:00,74.853,273.768,143.815,7.255,13.764,11.746,156.864,146.996,0.984,2166.936,1315.457,,,
41223,2025-09-02 15:02:00,78.063,160.179,199.018,6.821,13.711,12.343,138.919,145.17,0.979,2189.778,1253.184,,,
41224,2025-09-02 15:03:00,174.17,286.387,452.968,8.1,12.128,12.053,133.154,149.447,0.982,2126.265,1263.228,,,
41225,2025-09-02 15:04:00,379.604,371.615,244.34,7.165,12.579,8.572,133.018,152.642,0.978,2167.368,1338.853,,,
41226,2025-09-02 15:05:00,284.0,432.89,348.221,7.074,13.779,12.696,146.677,140.512,0.98,2115.167,1333.616,,,
41227,2025-09-02 15:06:00,287.534,283.507,366.386,8.029,12.473,11.66,139.168,148.032,0.984,2108.559,1344.11,,,
41228,2025-09-02 15:07:00,176.672,337.443,412.732,8.368,13.992,12.289,137.906,149.754,0.975,2193.183,1270.972,,,
41229,2025-09-02 15:08:00,257.781,206.938,173.12,8.33,12.514,9.569,136.672,140.384,0.978,2186.229,1284.104,,,
41230,2025-09-02 15:09:00,53.546,358.367,221.925,6.775,13.478,9.329,146.863,153.336,0.976,2150.14,1261.183,,,
41231,2025-09-02 15:10:00,272.634,494.389,279.335,7.506,12.834,12.957,146.443,154.277,0.98,2113.832,1314.039,,,
41232,2025-09-02 15:11:00,369.65,119.621,245.936,6.686,12.272,10.342,142.669,149.187,0.983,2126.332,1328.147,,,
41233,2025-09-02 15:12:00,264.401,454.612,493.162,8.422,12.51,11.452,134.153,141.755,0.985,2156.738,1311.785,,,
41234,2025-09-02 15:13:00,355.795,324.913,433.976,6.93,13.35,11.31,157.864,153.986,0.977,2165.185,1309.65,,,
41235,2025-09-02 15:14:00,303.391,200.839,291.875,6.895,12.674,11.511,142.838,152.075,0.975,2169.061,1330.247,,,
41236,2025-09-02 15:15:00,92.195,481.956,451.707,8.278,13.208,8.417,133.709,140.428,0.976,2174.781,1258.829,,,
41237,2025-09-02 15:16:00,365.859,293.342,239.061,8.436,12.411,9.815,131.112,148.687,0.985,2120.987,1324.215,,,
41238,2025-09-02 15:17:00,73.255,232.676,414.331,7.895,12.897,8.399,134.578,141.718,0.978,2129.625,1339.255,,,
41239,2025-09-02 15:18:00,236.889,172.599,189.47,6.742,13.024,10.881,138.914,142.116,0.978,2101.262,1314.597,,,
41240,2025-09-02 15:19:00,99.748,197.781,408.929,7.472,12.826,13.413,148.903,142.888,0.982,2107.399,1318.398,,,
41241,2025-09-02 15:20:00,54.097,433.14,282.581,8.133,12.396,10.335,159.128,145.943,0.976,2130.949,1314.316,,,
41242,2025-09-02 15:21:00,197.712,345.764,143.0,7.645,12.923,12.695,138.162,153.146,0.978,2118.578,1332.381,,,
41243,2025-09-02 15:22:00,153.264,465.298,209.305,6.765,13.386,9.723,153.694,140.466,0.976,2149.254,1289.678,,,
